country,country_code,year, tourism_receipts ,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures, gdp ,inflation,unemployment
Guinea,GIN,2019," $10,400,000 ",,0.257379226,,9.71042337," $13,442,861,496.45 ",9.470010393,5.018
"Gambia, The",GMB,2019," $157,000,000 ",620000,43.5859284,,1.561162499," $1,813,609,692.50 ",7.115676256,
Guinea-Bissau,GNB,2019," $18,920,000 ",52400.00153,6.483784401,,17.70195344," $1,588,638,853.59 ",0.246600268,2.413
Equatorial Guinea,GNQ,2019,,,,,," $11,364,133,549.75 ",1.53027529,
Greece,GRC,2019," $23,003,000,000 ",34005000,28.33436071,7848000,5.061777678," $207,305,649,887.02 ",0.253007522,17.045
Grenada,GRD,2019,,526000,,,7.089143491," $1,213,485,185.19 ",0.598149765,10.161
Greenland,GRL,2019,,,,,," $2,997,309,971.88 ",,
Guatemala,GTM,2019," $1,227,199,951 ",2560000,9.025121436,1703000,5.240039046," $77,172,317,258.65 ",3.69998398,2.193
Guam,GUM,2019,,1667000,,,," $6,355,000,000.00 ",,
Guyana,GUY,2019,,315000,,,," $5,173,760,191.85 ",2.087230892,13.172
High income,HIC,2019," $1,152,146,571,725 ",1522430053,6.80693351,1037956546,6.067572503," $57,351,008,372,783.00 ",1.615199887,4.78120398
"Hong Kong SAR, China",HKG,2019," $32,697,000,000 ",55913000,5.069064188,94715000,," $363,074,545,072.39 ",2.883208538,2.917
Honduras,HND,2019," $556,000,000 ",2315000,7.676382268,,5.53914945," $24,882,225,741.81 ",4.365871598,5.698
Heavily indebted poor countries (HIPC),HPC,2019," $20,858,320,355 ",29134874,12.29888961,,5.687742816," $805,115,217,775.60 ",2.802703079,
Croatia,HRV,2019," $11,974,000,000 ",60021000,38.00226814,3500000,5.69597117," $61,467,582,193.68 ",0.771820346,6.617
Haiti,HTI,2019,,938000,,,11.46520989," $15,016,090,929.51 ",18.70378257,
Hungary,HUN,2019," $10,225,000,000 ",61397000,7.646702091,24860000,2.577870121," $164,020,460,331.66 ",3.338586354,3.419
IBRD only,IBD,2019,,852166955.7,,624278730.5,," $31,298,751,631,398.90 ",2.557544757,6.166850954
IDA & IBRD total,IBT,2019,,974462802.2,,819595044.7,6.12789963," $33,801,024,892,359.50 ",2.68068279,6.102922334
IDA total,IDA,2019," $45,396,369,607 ",100914423.8,11.10922239,,7.47199464," $2,501,780,139,643.80 ",2.726430374,
IDA blend,IDB,2019," $10,859,684,429 ",,6.060856061,,11.31956891," $1,092,770,923,537.26 ",2.206073058,7.451182902
Indonesia,IDN,2019," $18,405,000,000 ",16107000,9.198053424,11689000,7.074866239," $1,119,099,871,385.79 ",3.03058665,3.59
IDA only,IDX,2019," $35,608,230,396 ",63144062.51,14.46216423,,5.034373985," $1,409,009,216,106.54 ",2.835145557,
Isle of Man,IMN,2019,,,,,," $7,314,967,866.28 ",,
India,IND,2019," $31,661,000,000 ",17914000,5.798366219,26915000,4.615932526," $2,835,606,256,558.19 ",3.729505735,6.51
Not classified,INX,2019,,,,,,,,
Ireland,IRL,2019," $14,808,000,000 ",10951000,2.772206418,9350000,1.586971286," $407,124,824,065.00 ",0.937842961,4.95
"Iran, Islamic Rep.",IRN,2019,,9107000,,,," $333,519,146,339.19 ",39.90734557,10.74
Iraq,IRQ,2019," $3,593,000,000 ",,4.04148796,,15.11430844," $233,636,097,800.34 ",-0.19896538,
Iceland,ISL,2019,,2202000,,611000,," $24,681,343,649.30 ",3.013971792,3.507
Israel,ISR,2019," $8,459,000,000 ",4905000,7.248171248,9179000,9.494009243," $399,651,065,197.87 ",0.849783128,3.731
Italy,ITA,2019," $51,910,000,000 ",95399000,8.159989628,62207000,6.66460256," $2,019,606,796,583.53 ",0.611246944,9.952
Jamaica,JAM,2019,,4233000,,,6.114210706," $15,830,766,570.73 ",3.905100009,4.987
Jordan,JOR,2019," $6,765,000,000 ",5361000,41.83637029,1537000,7.143649566," $44,503,006,338.03 ",0.761514047,16.801
Japan,JPN,2019," $49,209,000,000 ",31881000,5.439668068,20081000,3.191467487," $5,117,993,853,016.51 ",0.468776159,2.351
Kazakhstan,KAZ,2019," $2,922,000,000 ",8515000,4.342024722,10707000,5.61128975," $181,667,184,854.50 ",5.333560989,4.8
Kenya,KEN,2019," $1,762,000,000 ",2049000,15.36014645,,," $100,378,436,207.37 ",5.239637958,5.014
Kyrgyz Republic,KGZ,2019," $708,000,000 ",8508000,22.7821221,5314000,9.15313733," $9,371,275,264.37 ",1.133622577,4.295
Cambodia,KHM,2019," $5,312,000,000 ",6611000,25.20830276,2038000,4.554087298," $36,685,356,407.72 ",1.942575008,0.499
Kiribati,KIR,2019,,12000,,,," $216,985,362.34 ",-1.813079953,8.557
St. Kitts and Nevis,KNA,2019,,1107000,,,9.983695385," $1,107,855,555.56 ",-0.329562064,
"Korea, Rep.",KOR,2019," $25,456,000,000 ",17503000,3.854010284,28714000,5.816736347," $1,651,422,932,447.77 ",0.383000304,3.746
Kuwait,KWT,2019," $1,198,000,000 ",8565000,1.644848188,,26.55157544," $140,856,394,870.02 ",1.091848027,
Latin America & Caribbean (excluding high income),LAC,2019," $81,459,149,602 ",165233237,5.768365933,132353711,5.521064118," $4,803,447,002,170.21 ",2.174084133,8.155083245
Lao PDR,LAO,2019," $974,000,000 ",4791000,13.94380002,2690000,13.6868446," $18,740,561,512.56 ",3.322558813,
Lebanon,LBN,2019," $8,717,000,000 ",1936000,47.87348218,,20.85294101," $51,605,959,131.27 ",3.005389494,11.301
Liberia,LBR,2019,,,,,," $3,319,596,500.00 ",26.96627602,
Libya,LBY,2019,,,,,," $69,254,496,471.69 ",-2.162178835,
St. Lucia,LCA,2019,,1220000,,,9.043535586," $2,095,370,370.37 ",0.539087559,15.613
Latin America & Caribbean,LCN,2019," $104,584,816,431 ",201856013.7,6.948936285,140808231.3,5.53013618," $5,659,312,361,702.86 ",2.252121914,8.121231472
Least developed countries: UN classification,LDC,2019," $26,746,319,783 ",40176417.36,11.37362302,,4.263060223," $1,161,861,647,680.34 ",3.322558813,
Low income,LIC,2019," $11,751,847,677 ",17409971.53,,,," $447,114,593,744.20 ",2.867588034,
Liechtenstein,LIE,2019,,98099.99847,,,," $6,436,467,007.12 ",,
Sri Lanka,LKA,2019," $4,663,000,000 ",2027000,24.01835009,1441000,9.917763095," $89,014,978,344.14 ",3.528393582,4.67
Lower middle income,LMC,2019," $145,059,485,965 ",207722217.3,8.862325313,,6.009030736," $6,298,712,117,939.30 ",3.319253727,6.16006366
Low & middle income,LMY,2019,,814041186.1,,743168143.2,," $30,495,388,425,380.40 ",2.741763825,6.187314657
Lesotho,LSO,2019,,1142000,,,14.43407181," $2,390,702,295.83 ",5.187083592,16.876
Late-demographic dividend,LTE,2019,,549832276.9,,409178637.3,," $23,070,237,789,791.10 ",2.161762581,5.55752233
Lithuania,LTU,2019,,6150000,,4881000,," $55,122,066,225.80 ",2.33450938,6.255
Luxembourg,LUX,2019," $5,645,000,000 ",1041000,3.927330368,2548000,2.771504161," $69,890,505,323.58 ",1.743320757,5.592
Latvia,LVA,2019,,8342000,,2384000,," $33,099,503,950.85 ",2.811409201,6.312
"Macao SAR, China",MAC,2019," $41,166,000,000 ",39406000,90.36223241,1765000,11.54065273," $55,082,293,844.10 ",2.751930811,1.749
St. Martin (French part),MAF,2019,,,,,," $652,206,037.10 ",,
Morocco,MAR,2019," $9,949,000,000 ",13109000,22.58673323,2009000,5.734106076," $128,920,266,409.46 ",0.303386037,
Monaco,MCO,2019,,363000,,,," $7,383,496,254.24 ",,
Moldova,MDA,2019," $527,000,000 ",174000,14.39108244,311000,7.248624804," $11,736,797,054.70 ",4.837783514,1.466
Madagascar,MDG,2019," $951,000,000 ",486000,23.29981718,,6.809560598," $14,104,664,678.51 ",5.610514415,
Maldives,MDV,2019," $3,171,000,000 ",1703000,84.73792624,,10.5660196," $5,726,094,799.38 ",0.220029731,4.562
Middle East & North Africa,MEA,2019," $145,143,594,988 ",152571280,10.74091393,,10.49664396," $3,598,454,815,841.46 ",1.048834037,
Mexico,MEX,2019," $25,847,000,000 ",97406000,5.117182449,82752000,2.414757922," $1,304,106,203,694.81 ",3.635961421,3.477
Marshall Islands,MHL,2019,,6099.999905,,,," $232,900,000.00 ",,6.342
Middle income,MIC,2019,,790163362.9,,692705030.1,," $30,047,537,869,971.50 ",2.675992026,6.239245948
North Macedonia,MKD,2019," $401,000,000 ",758000,5.140791077,,3.144052756," $12,606,338,448.55 ",0.766439573,17.414
Mali,MLI,2019,,217000,,,," $17,280,250,810.03 ",-1.658266948,3.29
Malta,MLT,2019,,3519000,,774000,," $16,337,793,530.78 ",1.642060018,3.627
Myanmar,MMR,2019," $2,501,000,000 ",4364000,14.27235894,,1.232993255," $75,065,106,227.69 ",8.825066968,0.407
Middle East & North Africa (excluding high income),MNA,2019," $55,317,558,282 ",65756226.13,16.87860163,,8.330037771," $1,480,176,106,051.10 ",2.478578852,
Montenegro,MNE,2019," $1,276,000,000 ",2510000,52.62629541,,1.999894569," $5,542,054,181.13 ",0.361563705,15.128
Mongolia,MNG,2019," $605,000,000 ",637000,7.18904943,,11.20099104," $14,206,359,017.51 ",7.301069536,9.024
Northern Mariana Islands,MNP,2019,,487000,,,," $1,179,000,000.00 ",,
Mozambique,MOZ,2019," $324,000,000 ",2033000,5.666523986,,1.01152995," $15,512,759,046.67 ",2.802703079,
Mauritania,MRT,2019," $13,700,000 ",,0.542632176,,1.520524849," $7,894,764,885.82 ",2.300092621,10.416
Mauritius,MUS,2019," $2,024,000,000 ",1418000,38.49239585,320000,8.90751176," $14,436,346,979.64 ",0.40565519,6.331
Malawi,MWI,2019," $62,000,000 ",,4.285671282,,5.971244357," $11,051,865,579.81 ",9.370836056,
Malaysia,MYS,2019," $22,200,000,000 ",26101000,9.313598926,,6.494351742," $365,177,721,021.52 ",0.662891866,3.26
North America,NAC,2019," $305,557,753,783 ",198713000,9.421461128,208814203,5.998298871," $23,291,130,648,672.50 ",1.88073955,3.89210241
Namibia,NAM,2019," $451,000,000 ",1651000,9.841122204,,2.031615837," $12,541,928,303.48 ",3.722394144,
New Caledonia,NCL,2019,,130000,,144000,," $9,475,655,324.59 ",,10.881
Niger,NER,2019," $130,000,000 ",192000,9.375080561,,4.256236823," $12,889,555,561.23 ",-2.489792651,0.532
Nigeria,NGA,2019," $1,471,000,000 ",,2.103630753,,16.27253265," $474,517,490,844.46 ",11.39642234,10.695
Nicaragua,NIC,2019,,1455000,,949000,4.990802207," $12,699,028,889.67 ",5.376289908,
Netherlands,NLD,2019," $23,723,900,391 ",20129000,2.993501918,22045000,3.221345731," $928,903,005,576.47 ",2.633699102,3.379
Norway,NOR,2019," $7,040,000,000 ",5879000,4.812682179,8890000,12.61172188," $408,742,840,909.09 ",2.167730033,3.684
Nepal,NPL,2019," $801,000,000 ",1197000,29.38127199,,5.15310843," $34,186,180,699.03 ",5.568685478,
Nauru,NRU,2019,,,,,," $124,871,111.38 ",,
New Zealand,NZL,2019,,3888000,,3225000,," $212,846,907,683.44 ",1.619631902,4.109
OECD members,OED,2019," $997,063,700,764 ",1364524986,6.671934648,936358201.3,5.454524408," $54,179,480,252,802.30 ",1.740712679,5.392380373
Oman,OMN,2019," $3,077,000,000 ",3506000,7.065994223,6633000,10.4579401," $88,060,858,257.48 ",0.490815363,
Other small states,OSS,2019,,51930012.47,,,8.531621033," $198,507,093,590.90 ",1.37436338,
Pakistan,PAK,2019," $992,000,000 ",,3.234415221,,5.171098328," $320,909,472,770.67 ",10.5783618,4.83
Panama,PAN,2019," $7,052,000,000 ",2494000,24.8480022,1226000,5.928160654," $69,778,991,200.00 ",-0.355083821,6.409
Peru,PER,2019," $4,703,000,000 ",5275000,8.601569444,3275000,7.017211874," $228,346,006,003.65 ",2.252121914,3.379
Philippines,PHL,2019," $11,455,000,000 ",8261000,12.09086478,,9.866186728," $376,823,402,244.93 ",2.392065344,2.237
Palau,PLW,2019,,94000,,,," $281,941,562.50 ",0.267379679,
Papua New Guinea,PNG,2019,,211000,,,," $24,750,626,040.59 ",3.928672909,
Poland,POL,2019," $15,712,000,000 ",88515000,4.954919442,50600000,3.442866243," $602,683,770,144.88 ",2.227478809,3.267
Pre-demographic dividend,PRE,2019," $19,266,611,570 ",,5.465827501,,11.30523472," $1,428,927,764,664.17 ",2.452802141,
Puerto Rico,PRI,2019," $3,612,000,000 ",4931000,,,," $105,126,400,000.00 ",,8.3
"Korea, Dem. People's Rep.",PRK,2019,,,,,,,,
Portugal,PRT,2019," $24,592,000,000 ",17283000,23.45542178,3100000,6.623668037," $240,115,970,063.02 ",0.33817841,6.464
Paraguay,PRY,2019," $409,000,000 ",4368000,2.856362335,1192000,3.955823878," $37,925,338,329.15 ",2.757097276,6.595
West Bank and Gaza,PSE,2019,,688000,,,9.976787366," $17,133,500,000.00 ",1.580183336,25.34
Pacific island small states,PSS,2019," $2,233,673,134 ",1752269.772,49.60094281,,6.162631142," $10,712,120,523.02 ",1.407199394,
Post-demographic dividend,PST,2019," $1,000,792,534,070 ",1275198370,7.065512846,928930206.2,5.914276555," $51,134,888,557,957.70 ",1.619631902,4.975486817
French Polynesia,PYF,2019,,300000,,63000,," $6,022,276,196.14 ",,
Qatar,QAT,2019," $15,647,000,000 ",2136500,16.99908073,,18.76297924," $176,371,267,689.08 ",-0.666641125,0.1
Romania,ROU,2019," $4,240,000,000 ",12815000,4.202126458,23066000,6.450556972," $251,677,082,534.50 ",3.827854326,3.912
Russian Federation,RUS,2019," $17,235,000,000 ",24419000,3.578054772,45330000,11.5254848," $1,693,115,002,708.32 ",4.470366608,4.513
Rwanda,RWA,2019," $635,900,024 ",1634000,28.20362484,,10.24307815," $10,349,300,380.33 ",3.34787655,11.236
South Asia,SAS,2019," $41,884,000,000 ",27102764.15,6.445276124,37266648.54,4.641558733," $3,658,209,765,835.50 ",3.628949659,6.275168612
Saudi Arabia,SAU,2019," $19,849,000,000 ",20292000,6.94361064,27196000,7.496299798," $838,564,800,000.00 ",-2.093333333,5.636
Sudan,SDN,2019,,,,,," $32,338,079,165.29 ",50.9940515,
Senegal,SEN,2019,,,,,," $23,403,995,992.14 ",1.760111512,2.863
Singapore,SGP,2019,,19116000,,10711000,," $376,901,649,222.45 ",0.565260569,3.1
Solomon Islands,SLB,2019," $82,000,000 ",28899.99962,13.86792322,,8.301138637," $1,619,155,017.39 ",1.63485544,
Sierra Leone,SLE,2019,,71000,,122000,4.56551099," $6,523,577,590.38 ",14.80499909,
El Salvador,SLV,2019," $1,664,000,000 ",2639000,20.65359268,1899000,4.042154961," $26,881,140,000.00 ",0.075324135,4.17
San Marino,SMR,2019,,1904000,,,," $1,616,232,125.13 ",,7.54
Somalia,SOM,2019,,,,,," $8,655,023,960.00 ",,18.828
Serbia,SRB,2019," $2,000,000,000 ",1847000,7.654856269,,6.392559523," $53,864,693,664.56 ",1.849229845,10.395
Sub-Saharan Africa (excluding high income),SSA,2019," $34,263,192,235 ",55555231.3,8.609886091,,8.086734645," $1,834,336,253,943.30 ",2.867588034,
South Sudan,SSD,2019,,,,,,,87.24136415,
Sub-Saharan Africa,SSF,2019," $34,919,262,973 ",56014499.15,8.734682578,,8.073212115," $1,836,204,944,040.04 ",2.835145557,
Small states,SST,2019," $52,579,729,788 ",79086475.92,,,8.370726629," $247,266,169,547.52 ",1.305449665,
Sao Tome and Principe,STP,2019,,,,,," $412,976,082.62 ",7.720245252,
Suriname,SUR,2019," $64,000,000 ",,2.798731789,,3.896025989," $4,016,040,575.09 ",,
Slovak Republic,SVK,2019," $3,350,000,000 ",,3.447172969,5214000,2.888731604," $105,843,498,304.09 ",2.664561334,5.761
Slovenia,SVN,2019," $3,353,100,098 ",4702000,7.366616762,6049000,4.341491966," $53,909,922,735.55 ",1.630522608,4.446
Sweden,SWE,2019,,7616000,,19061000,," $532,169,294,165.94 ",1.784150974,6.833
Eswatini,SWZ,2019," $14,300,000 ",1226000,0.698409803,1721000,1.715524782," $4,594,818,143.28 ",2.598016203,
Sint Maarten (Dutch part),SXM,2019," $708,000,000 ",1952000,64.91044242,,6.225873589," $1,407,880,446.93 ",,
Seychelles,SYC,2019," $618,000,000 ",428000,29.64518066,76000,5.382981193," $1,868,690,096.73 ",1.807094008,2.966
Syrian Arab Republic,SYR,2019,,2424000,,,," $22,583,045,060.08 ",13.41756532,
Turks and Caicos Islands,TCA,2019,,1599000,,,," $1,177,285,211.73 ",,
Chad,TCD,2019,,81000,,,," $11,314,951,091.73 ",-0.971939175,
East Asia & Pacific (IDA & IBRD countries),TEA,2019,,289300101.8,,207926772.2,," $17,201,604,143,343.60 ",1.933213358,4.340159993
Europe & Central Asia (IDA & IBRD countries),TEC,2019," $121,077,049,953 ",331546366.2,7.904279454,230131574.3,6.796306947," $4,175,889,218,401.02 ",2.675992026,6.900121517
Togo,TGO,2019," $264,000,000 ",876000,15.85455304,269000,2.698230461," $6,992,700,101.37 ",0.67465277,2.036
Thailand,THA,2019," $64,371,000,000 ",39916000,19.87505626,10446000,5.486548854," $543,976,691,793.89 ",0.706728601,0.716
Tajikistan,TJK,2019," $179,100,006 ",,14.40295948,,0.833129256," $8,300,813,599.31 ",,
Turkmenistan,TKM,2019,,,,,," $45,232,857,142.86 ",,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019," $86,710,962,274 ",172908916.9,6.308708835,139218767.5,5.454097976," $5,413,333,286,802.23 ",2.091638622,8.119515212
Timor-Leste,TLS,2019,,74800.00305,,,10.09200992," $2,032,550,400.00 ",0.95881274,
Middle East & North Africa (IDA & IBRD countries),TMN,2019," $55,056,396,011 ",65078454.6,16.87860163,,8.284371082," $1,463,042,606,051.10 ",3.005389494,
Tonga,TON,2019," $57,099,998 ",94000,50.76375863,,13.21308145," $494,197,841.11 ",1.179543348,
South Asia (IDA & IBRD),TSA,2019,,26260132.18,6.445276124,36715295.6,4.641558733," $3,658,209,765,835.50 ",3.628949659,6.275168612
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019," $34,919,262,973 ",56014499.15,8.734682578,,8.073212115," $1,836,204,944,040.04 ",2.835145557,
Trinidad and Tobago,TTO,2019," $481,000,000 ",480000,5.028323815,,1.67076471," $23,775,659,262.57 ",1.00054293,3.523
Tunisia,TUN,2019," $2,683,000,000 ",9429000,19.52510975,2781000,5.034800777," $41,905,642,418.83 ",6.720075329,17.153
Turkiye,TUR,2019," $41,415,000,000 ",51747000,16.31378882,9651000,2.349492494," $761,005,915,750.93 ",15.17682157,13.73
Tuvalu,TUV,2019,,3599.999905,,,13.15233967," $54,123,198.57 ",,
Tanzania,TZA,2019," $2,624,500,000 ",1527000,27.17278884,,7.095613206," $61,026,731,925.92 ",3.46428058,
Uganda,UGA,2019," $1,400,000,000 ",1543000,22.68374924,,6.084577464," $35,348,155,095.42 ",2.867588034,2.563
Ukraine,UKR,2019," $2,595,000,000 ",13710000,4.083013406,29346000,11.70941407," $153,883,047,509.58 ",7.886717456,8.194
Upper middle income,UMC,2019,,573310641.3,,444865191.8,," $23,748,825,752,032.20 ",2.023907282,6.293940101
Uruguay,URY,2019," $2,335,000,000 ",3480000,13.42664691,2199000,10.46270955," $62,222,325,807.06 ",7.881988709,8.836
United States,USA,2019," $239,447,000,000 ",165478000,9.403796912,170930093.8,5.99158186," $21,539,982,000,000.00 ",1.812210075,3.669
Uzbekistan,UZB,2019," $1,679,000,000 ",6749000,9.861542537,8437000,10.35440173," $67,293,639,798.40 ",14.52573596,8.98
St. Vincent and the Grenadines,VCT,2019," $255,000,000 ",392000,77.58985682,,9.384196029," $910,766,666.67 ",0.913069725,
"Venezuela, RB",VEN,2019,,,,,,,,
British Virgin Islands,VGB,2019,,302399.9939,,,,,,
Virgin Islands (U.S.),VIR,2019," $1,031,000,000 ",2074000,,,," $4,121,000,000.00 ",,
Viet Nam,VNM,2019," $11,830,000,000 ",18009000,4.21257291,,2.468638046," $334,365,270,496.67 ",2.795823675,1.681
Vanuatu,VUT,2019," $295,000,000 ",256000,90.66091031,36400.00153,6.516490068," $936,526,267.62 ",2.762520194,5.445
World,WLD,2019," $1,863,068,555,521 ",2403074088,7.400563039,2034431899,6.031280483," $88,149,850,742,945.90 ",2.216775934,5.871473741
Samoa,WSM,2019," $206,100,006 ",181000,61.19693516,69000,1.138585743," $912,950,466.06 ",0.98232657,
Kosovo,XKX,2019,,,,,," $7,899,737,577.47 ",2.675992026,25.069
"Yemen, Rep.",YEM,2019,,,,,,,,
South Africa,ZAF,2019," $9,064,000,000 ",14797000,8.564402543,,5.646109133," $389,330,032,224.27 ",4.12024587,28.468
Zambia,ZMB,2019,,1266000,,,6.359114199," $23,308,667,781.23 ",9.150316443,5.542
Zimbabwe,ZWE,2019," $285,000,000 ",2294000,5.41111481,3275000,4.760582619," $25,717,409,842.45 ",255.3049908,7.373
Aruba,ABW,2020," $1,077,000,000 ",,74.58677743,,18.8513551," $2,481,857,122.84 ",,
Africa Eastern and Southern,AFE,2020,,,,,," $933,391,782,089.62 ",5.405162079,
Afghanistan,AFG,2020," $75,000,000 ",,5.080247724,,0.701718914," $19,955,929,052.15 ",,11.71
Africa Western and Central,AFW,2020,,,,,," $789,801,651,563.29 ",2.490377839,
Angola,AGO,2020," $19,000,000 ",,0.090457043,,4.562354804," $48,501,561,203.57 ",22.27153925,
Albania,ALB,2020," $1,243,000,000 ",2658000,35.9164178,2907000,14.19431235," $15,241,458,744.87 ",1.620886617,
Andorra,AND,2020,,5207000,,,," $2,891,001,149.36 ",,
Arab World,ARB,2020,,,,,," $2,562,783,626,987.73 ",1.612222204,
United Arab Emirates,ARE,2020," $24,615,400,391 ",8084000,,6458000,," $349,473,015,336.94 ",-2.079403179,4.294
Argentina,ARG,2020," $1,702,000,000 ",,2.641329466,,5.24618157," $385,740,508,436.97 ",,11.461
Armenia,ARM,2020," $303,000,000 ",375000,7.855624414,346000,6.451903871," $12,641,698,583.22 ",1.211435778,8.055
American Samoa,ASM,2020,,899.9999762,,,," $721,000,000.00 ",,
Antigua and Barbuda,ATG,2020," $416,000,000 ",384500,70.0417525,,4.664699281," $1,410,796,296.30 ",0.625989707,
Australia,AUS,2020," $26,234,000,000 ",1828000,8.718681189,2832000,3.039039579," $1,328,414,058,378.38 ",0.846905537,6.456
Austria,AUT,2020," $15,362,000,000 ",15091000,6.850541085,3964000,2.641236872," $434,397,601,557.70 ",1.381910634,5.201
Azerbaijan,AZE,2020," $340,000,000 ",796000,2.234760919,1165000,2.808349966," $42,693,000,000.00 ",2.75980947,7.24
Burundi,BDI,2020,,,,,," $2,649,680,261.44 ",7.321106434,1.03
Belgium,BEL,2020," $7,447,000,000 ",2584000,1.774839022,5850000,3.380703376," $529,694,473,501.79 ",0.740791812,5.545
Benin,BEN,2020,,,,,," $15,651,545,208.88 ",3.022721197,
Burkina Faso,BFA,2020,,67000,,,," $17,725,010,532.53 ",1.884439938,
Bangladesh,BGD,2020," $217,899,994 ",,0.566327448,,1.160694395," $373,979,442,362.19 ",5.691074747,
Bulgaria,BGR,2020," $1,792,000,000 ",4973000,4.48780092,3973000,3.307781615," $70,716,821,234.60 ",1.672440969,5.125
Bahrain,BHR,2020," $724,000,000 ",1909000,2.819279604,,," $35,837,632,978.72 ",-2.317706293,
"Bahamas, The",BHS,2020," $1,007,000,000 ",1794500,59.64150169,,4.866891915," $9,958,200,000.00 ",0.038521098,
Bosnia and Herzegovina,BIH,2020," $438,000,000 ",197000,6.239637534,,1.675936889," $20,226,036,564.41 ",-1.051296008,15.868
Belarus,BLR,2020," $542,000,000 ",3598000,1.45764754,2810000,1.353744508," $61,371,755,326.24 ",5.548143575,4.049
Belize,BLZ,2020,,487000,,,2.443950413," $2,042,850,000.00 ",0.121434645,
Bermuda,BMU,2020," $94,000,000 ",51400.00153,9.149792337,,12.30149481," $6,887,147,000.00 ",,
Bolivia,BOL,2020," $243,000,000 ",323299.9878,3.267144795,432000,4.03104184," $36,629,843,805.02 ",0.940742153,7.903
Brazil,BRA,2020," $3,099,000,000 ",,1.300983311,,2.856540013," $1,476,107,231,194.11 ",3.211768038,13.697
Barbados,BRB,2020,,,,,," $5,168,344,450.00 ",,
Brunei Darussalam,BRN,2020,,1071000,,,," $12,005,799,664.27 ",1.940319966,7.409
Bhutan,BTN,2020," $84,000,000 ",29799.99924,10.67777517,,4.207068079," $2,457,604,334.16 ",5.629365226,5.03
Botswana,BWA,2020," $217,000,000 ",,4.61370472,,1.215254217," $14,960,291,105.93 ",1.890359168,21.017
Central African Republic,CAF,2020,,,,,," $2,326,720,900.38 ",1.710156595,
Canada,CAN,2020,,,,,," $1,655,684,730,000.19 ",0.716999632,9.657
Central Europe and the Baltics,CEB,2020,,,,,," $1,678,756,939,339.66 ",1.672440969,4.367187577
Switzerland,CHE,2020," $9,994,000,000 ",,2.108250483,,2.412795604," $741,999,406,005.63 ",-0.725874933,4.817
Channel Islands,CHI,2020,,,,,," $9,439,810,775.67 ",,
Chile,CHL,2020," $1,034,000,000 ",,1.299340683,,1.056733665," $254,042,159,309.31 ",3.045490848,10.934
China,CHN,2020,,30402000,,20334000,," $14,687,744,162,801.00 ",2.419421895,5.61
Cote d'Ivoire,CIV,2020," $199,300,003 ",668000,1.506227395,,2.488124167," $63,027,852,805.42 ",2.425006568,
Cameroon,CMR,2020," $437,000,000 ",,7.135340677,,9.663834993," $40,773,241,177.05 ",2.437608822,
"Congo, Dem. Rep.",COD,2020,,,,,," $48,716,961,860.13 ",,1.466
"Congo, Rep.",COG,2020,,,,,," $11,468,687,464.00 ",1.795371471,
Colombia,COL,2020," $1,959,000,000 ",1396000,5.125101604,1275000,3.07042593," $270,348,342,541.47 ",2.526635001,15.983
Comoros,COM,2020," $18,500,000 ",7000,26.83599153,,12.51427435," $1,225,039,196.61 ",,
Cabo Verde,CPV,2020," $169,000,000 ",180000,39.92892288,,5.855217576," $1,821,565,617.69 ",0.605795808,
Costa Rica,CRI,2020," $1,479,000,000 ",1146500,7.405313624,324000,3.979281302," $62,395,610,760.05 ",0.724911478,16.432
Caribbean small states,CSS,2020,,,,,," $31,763,210,392.78 ",-0.294805106,
Cuba,CUB,2020," $1,152,000,000 ",1086000,,271000,," $107,351,800,000.00 ",,
Curacao,CUW,2020," $282,000,000 ",,27.7981251,,7.431509327," $2,534,327,597.77 ",,19.07
Cayman Islands,CYM,2020,,660000,,,," $5,655,358,021.43 ",,
Cyprus,CYP,2020," $663,000,000 ",,3.253344035,,4.24890264," $25,555,093,854.30 ",-0.638422798,7.755
Czechia,CZE,2020," $3,890,000,000 ",,2.275682809,2399000,2.269260048," $251,109,660,602.54 ",3.161295285,2.551
Germany,DEU,2020,,12449000,,,," $3,940,142,541,354.10 ",0.144877926,3.881
Djibouti,DJI,2020,,,,,," $3,185,150,981.03 ",1.777407838,
Dominica,DMA,2020,,140000,,,2.977323565," $504,214,814.81 ",-0.727116413,
Denmark,DNK,2020,,15595000,,4230000,," $355,631,021,931.62 ",0.420711974,5.637
Dominican Republic,DOM,2020,,2748000,,210000,2.186987425," $78,844,656,298.18 ",3.781031799,6.126
Algeria,DZA,2020," $50,000,000 ",591000,0.200787779,1386000,0.642311585," $164,873,415,325.20 ",2.415130941,
East Asia & Pacific (excluding high income),EAP,2020,,,,,," $17,496,305,186,280.50 ",2.406292144,4.827543689
Early-demographic dividend,EAR,2020,,,3.490378427,,2.443746772," $11,006,437,195,990.50 ",2.951922532,7.57217593
East Asia & Pacific,EAS,2020,,,,,," $27,163,485,040,463.80 ",0.846905537,4.711442378
Europe & Central Asia (excluding high income),ECA,2020,,,4.801509688,,2.563528529," $1,437,142,037,120.74 ",2.746150782,9.171945996
Europe & Central Asia,ECS,2020,,,,,," $22,286,624,242,751.40 ",1.200073489,7.047375335
